CustomerID,Gender,Age,Plan,Contract,TenureMonths,MonthlyCharges,TotalCharges,PaymentMethod,SupportCalls,SatisfactionScore,Churn
CUST00623,Male,54,Basic,Annual,57,10.68,566.12,Credit Card,1,2,No
CUST00624,Female,22,Premium,Month-to-Month,13,39.42,504.24,Bank Transfer,2,1,Yes
CUST00625,Male,18,Premium,Month-to-Month,54,39.64,2316.77,Credit Card,0,5,No
CUST00626,Female,57,Premium,Month-to-Month,5,38.98,189.02,Credit Card,1,3,No
CUST00627,Male,29,Premium,Month-to-Month,32,38.25,1289.63,Bank Transfer,2,1,Yes
CUST00628,Female,53,Basic,Month-to-Month,51,11.38,567.53,Debit Card,1,4,No
CUST00629,Male,62,Premium,Month-to-Month,21,40.8,909.05,Bank Transfer,0,4,No
CUST00630,Male,40,Standard,Month-to-Month,24,21.09,554.85,Bank Transfer,2,4,Yes
CUST00631,Male,64,Basic,Month-to-Month,18,9.48,166.81,Debit Card,0,2,No
CUST00632,Female,48,Premium,Annual,21,40.37,906.28,PayPal,1,2,No
CUST00633,Male,28,Basic,Annual,54,9.34,553.63,Bank Transfer,1,2,Yes
CUST00634,Male,27,Standard,Month-to-Month,10,18.9,207.29,Credit Card,0,4,No
CUST00635,Female,20,Basic,Annual,24,12.49,295.79,Bank Transfer,0,1,Yes
CUST00636,Female,31,Basic,Annual,40,10.17,405.64,Bank Transfer,4,4,No
CUST00637,Male,33,Standard,Annual,47,20.75,936.9,Credit Card,2,1,Yes
CUST00638,Male,27,Standard,Annual,21,21.24,429.45,Debit Card,2,2,Yes
CUST00639,Female,46,Basic,Month-to-Month,25,10.19,254.37,PayPal,3,3,No
CUST00640,Female,27,Basic,Two-Year,52,10.35,505.96,PayPal,0,2,Yes
CUST00641,Female,29,Premium,Month-to-Month,57,38.36,2278.85,Credit Card,1,5,No
CUST00642,Female,47,Basic,Month-to-Month,59,8.65,514.06,Debit Card,1,1,Yes
CUST00643,Female,58,Basic,Annual,23,8.57,212.8,Bank Transfer,2,3,No
CUST00644,Male,18,Premium,Month-to-Month,22,40.9,955.69,Bank Transfer,1,2,No
CUST00645,Female,22,Premium,Month-to-Month,4,40.1,154.7,Bank Transfer,1,3,Yes
CUST00646,Male,37,Basic,Annual,34,8.65,294.44,Bank Transfer,1,4,No
CUST00647,Male,25,Standard,Annual,56,20.86,1226.69,Bank Transfer,2,1,No
CUST00648,Male,60,Premium,Annual,6,40.81,229.84,Credit Card,1,5,No
CUST00649,Female,29,Premium,Annual,28,38.95,988.43,Bank Transfer,2,4,Yes
CUST00650,Male,18,Standard,Month-to-Month,31,19.95,662.03,Bank Transfer,2,3,No
CUST00651,Male,37,Basic,Month-to-Month,35,10.81,350.92,Debit Card,0,2,Yes
CUST00652,Female,45,Basic,Annual,39,8.7,365.73,Bank Transfer,7,1,No
CUST00653,Male,60,Basic,Month-to-Month,42,10.84,492.94,PayPal,1,5,Yes
CUST00654,Male,54,Standard,Annual,23,20.44,466.42,Credit Card,2,2,No
CUST00655,Female,64,Basic,Month-to-Month,6,8.49,54.07,Credit Card,0,5,No
CUST00656,Male,54,Standard,Month-to-Month,16,20.32,316.22,Credit Card,0,1,Yes
CUST00657,Male,29,Basic,Month-to-Month,2,10.54,22.59,PayPal,3,3,Yes
CUST00658,Male,54,Basic,Annual,24,9.05,231.3,Bank Transfer,1,5,No
CUST00659,Female,66,Premium,Month-to-Month,17,39.17,609.76,Credit Card,2,1,Yes
CUST00660,Female,66,Standard,Month-to-Month,45,18.48,845.34,PayPal,1,5,No
CUST00661,Female,61,Basic,Month-to-Month,1,9.32,9.58,Debit Card,1,2,No
CUST00662,Male,45,Premium,Month-to-Month,6,39.97,215.88,Bank Transfer,3,5,No
CUST00663,Male,64,Basic,Month-to-Month,5,9.17,50.25,PayPal,1,2,No
CUST00664,Female,32,Standard,Month-to-Month,57,17.76,993.4,Bank Transfer,1,2,Yes
CUST00665,Male,23,Standard,Month-to-Month,45,18.96,856.16,Debit Card,2,1,Yes
CUST00666,Male,61,Basic,Month-to-Month,55,9.36,483.38,PayPal,3,4,No
CUST00667,Female,37,Premium,Month-to-Month,50,41.22,2106.72,Bank Transfer,1,5,No
CUST00668,Female,67,Standard,Annual,29,20.88,643.14,PayPal,3,3,Yes
CUST00669,Male,31,Standard,Two-Year,12,21.24,259.26,Credit Card,1,2,Yes
CUST00670,Male,19,Basic,Month-to-Month,39,8.88,366.27,Bank Transfer,0,4,Yes
CUST00671,Male,26,Basic,Month-to-Month,47,10.2,501.56,PayPal,1,2,Yes
CUST00672,Female,54,Premium,Month-to-Month,3,36.36,103.36,Credit Card,1,4,No
CUST00673,Female,37,Basic,Annual,48,10.63,503.69,Debit Card,3,4,No
CUST00674,Female,43,Standard,Month-to-Month,1,20.91,19.44,Bank Transfer,3,3,Yes
CUST00675,Female,46,Standard,Month-to-Month,27,19.46,477.28,Bank Transfer,2,4,No
CUST00676,Male,18,Standard,Annual,48,20.43,894.95,Debit Card,4,3,Yes
CUST00677,Female,52,Basic,Month-to-Month,24,7.72,201.68,Credit Card,2,1,No
CUST00678,Female,23,Basic,Annual,44,8.79,424.24,Debit Card,2,2,No
CUST00679,Female,54,Standard,Month-to-Month,19,21.14,369.12,Bank Transfer,0,3,Yes
CUST00680,Female,22,Basic,Annual,59,10.76,613.91,PayPal,2,2,Yes
CUST00681,Female,50,Basic,Month-to-Month,8,9.37,69.18,Credit Card,4,5,Yes
CUST00682,Male,66,Basic,Two-Year,55,11.21,657.76,Credit Card,2,1,No
CUST00683,Male,68,Basic,Annual,44,10.2,448.47,Credit Card,1,5,No
CUST00684,Female,31,Premium,Month-to-Month,47,39.23,1888.53,Debit Card,2,5,No
CUST00685,Male,29,Basic,Month-to-Month,2,9.72,19.6,Debit Card,0,4,No
CUST00686,Female,59,Basic,Month-to-Month,30,9.31,291.04,PayPal,2,4,No
CUST00687,Female,37,Basic,Annual,30,8.21,237.39,PayPal,2,5,No
CUST00688,Male,67,Standard,Annual,49,21.88,994.39,Credit Card,2,4,No
CUST00689,Male,41,Standard,Month-to-Month,39,19.14,674.44,PayPal,4,2,Yes
CUST00690,Female,60,Basic,Two-Year,45,8.74,389.03,Debit Card,1,4,No
CUST00691,Female,51,Standard,Month-to-Month,32,17.7,612.6,PayPal,2,5,No
CUST00692,Female,42,Standard,Month-to-Month,1,16.04,15.42,Debit Card,1,4,Yes
CUST00693,Male,67,Premium,Two-Year,38,41.04,1464.69,PayPal,0,4,No
CUST00694,Female,46,Premium,Annual,13,41.18,580.96,Bank Transfer,1,3,No
CUST00695,Female,56,Basic,Month-to-Month,11,11.78,119.35,Debit Card,1,3,Yes
CUST00696,Female,48,Basic,Annual,10,9.77,88.94,Bank Transfer,0,5,No
CUST00697,Male,64,Basic,Two-Year,48,9.51,491.12,Debit Card,0,2,No
CUST00698,Female,60,Basic,Annual,59,9.23,566.45,PayPal,3,1,Yes
CUST00699,Female,67,Premium,Annual,26,39.37,1007.67,Bank Transfer,3,1,Yes
CUST00700,Male,40,Basic,Annual,56,11.67,686.5,PayPal,1,5,No
CUST00701,Female,61,Basic,Month-to-Month,55,9.95,573.68,Debit Card,1,2,Yes
CUST00702,Female,55,Standard,Annual,20,20.56,373.37,Bank Transfer,2,2,Yes
CUST00703,Male,37,Standard,Month-to-Month,17,19.33,340.19,Credit Card,3,2,Yes
CUST00704,Female,40,Basic,Two-Year,17,11.97,209.22,PayPal,2,3,No
CUST00705,Male,62,Basic,Month-to-Month,4,7.13,31.17,Debit Card,0,5,No
CUST00706,Male,69,Basic,Annual,5,8.16,44.61,Bank Transfer,1,1,Yes
CUST00707,Female,33,Standard,Month-to-Month,23,20.56,461.32,PayPal,3,2,Yes
CUST00708,Female,67,Basic,Month-to-Month,46,12.62,590.95,Bank Transfer,0,5,No
CUST00709,Female,59,Basic,Month-to-Month,52,9.65,465.81,PayPal,0,1,Yes
CUST00710,Female,25,Standard,Two-Year,10,18.73,171.06,PayPal,4,3,No
CUST00711,Male,67,Basic,Two-Year,46,11.49,521.43,PayPal,4,4,No
CUST00712,Female,38,Standard,Month-to-Month,28,20.48,595.22,Bank Transfer,2,1,No
CUST00713,Male,18,Standard,Two-Year,33,21.93,733.5,Bank Transfer,0,1,No
CUST00714,Female,25,Basic,Annual,43,8.05,341.28,PayPal,2,1,No
CUST00715,Female,46,Premium,Annual,26,41.81,1156.22,Credit Card,1,4,No
CUST00716,Female,49,Standard,Month-to-Month,55,17.67,1029.08,Credit Card,1,2,Yes
CUST00717,Male,55,Basic,Two-Year,50,9.56,500.17,Credit Card,0,4,No
CUST00718,Female,22,Standard,Annual,48,20.61,905.59,Debit Card,0,1,Yes
CUST00719,Female,64,Standard,Two-Year,29,20.27,622.68,Credit Card,0,3,No
CUST00720,Female,39,Standard,Annual,27,21.58,631.54,Bank Transfer,2,1,No
CUST00721,Female,64,Basic,Annual,18,7.25,119.0,Credit Card,2,3,No
CUST00722,Male,51,Premium,Annual,40,40.2,1576.38,Bank Transfer,0,5,No
CUST00723,Female,18,Basic,Month-to-Month,10,11.79,129.42,Debit Card,0,3,No
CUST00724,Male,43,Basic,Month-to-Month,58,10.08,596.24,Bank Transfer,1,1,No
CUST00725,Male,60,Basic,Month-to-Month,42,8.28,348.7,Bank Transfer,0,4,No
CUST00726,Male,27,Basic,Month-to-Month,5,11.5,53.79,Bank Transfer,1,1,Yes
CUST00727,Male,47,Premium,Annual,10,39.02,395.31,Credit Card,1,1,No
CUST00728,Male,67,Basic,Annual,50,8.75,432.17,PayPal,0,5,No
CUST00729,Male,35,Basic,Two-Year,21,8.56,166.37,Bank Transfer,0,2,No
CUST00730,Female,34,Premium,Month-to-Month,24,39.69,945.76,Credit Card,5,1,Yes
CUST00731,Male,43,Basic,Month-to-Month,38,10.26,363.71,Credit Card,3,5,No
CUST00732,Male,25,Basic,Month-to-Month,3,8.09,25.39,Credit Card,2,4,No
CUST00733,Male,64,Basic,Month-to-Month,40,8.39,367.39,PayPal,1,5,No
CUST00734,Female,57,Basic,Month-to-Month,31,8.95,275.76,PayPal,1,5,No
CUST00735,Female,66,Basic,Annual,41,8.56,360.25,PayPal,2,3,No
CUST00736,Male,29,Standard,Month-to-Month,37,20.05,731.61,PayPal,3,2,No
CUST00737,Female,44,Basic,Annual,2,10.53,19.54,Debit Card,1,2,Yes
CUST00738,Male,25,Basic,Month-to-Month,2,10.33,22.6,PayPal,0,4,Yes
CUST00739,Male,42,Standard,Two-Year,39,20.33,734.13,PayPal,0,5,No
CUST00740,Female,63,Standard,Annual,49,22.5,1016.86,PayPal,2,4,No
CUST00741,Male,21,Basic,Two-Year,42,10.63,442.81,Bank Transfer,2,4,No
CUST00742,Female,50,Standard,Two-Year,44,21.17,961.08,Bank Transfer,1,2,Yes
CUST00743,Female,18,Basic,Two-Year,34,9.37,309.34,PayPal,1,2,No
CUST00744,Male,36,Standard,Two-Year,42,21.41,843.92,Debit Card,3,2,No
CUST00745,Male,48,Standard,Annual,20,19.3,410.62,Bank Transfer,1,1,Yes
CUST00746,Female,33,Basic,Month-to-Month,33,10.61,340.54,Credit Card,1,5,No
CUST00747,Male,31,Premium,Month-to-Month,4,37.93,142.44,Bank Transfer,1,4,Yes
CUST00748,Male,65,Basic,Month-to-Month,45,10.24,448.37,Credit Card,1,5,No
CUST00749,Male,22,Standard,Annual,44,18.53,768.77,Bank Transfer,0,4,No
CUST00750,Female,58,Basic,Month-to-Month,11,11.39,125.78,PayPal,3,4,No
CUST00751,Female,43,Standard,Two-Year,42,21.3,924.71,Bank Transfer,2,4,No
CUST00752,Male,45,Standard,Two-Year,47,19.29,960.95,PayPal,2,4,No
CUST00753,Female,19,Premium,Month-to-Month,5,43.06,203.57,PayPal,2,3,No
CUST00754,Female,67,Basic,Month-to-Month,25,9.56,223.08,Bank Transfer,1,3,Yes
CUST00755,Female,23,Standard,Two-Year,49,17.57,778.21,Credit Card,2,1,No
CUST00756,Female,26,Standard,Month-to-Month,37,18.82,658.47,Credit Card,0,2,Yes
CUST00757,Female,50,Standard,Annual,34,18.42,566.65,Bank Transfer,0,4,No
CUST00758,Male,58,Standard,Month-to-Month,9,20.56,179.32,PayPal,2,5,No
CUST00759,Male,42,Standard,Annual,6,18.14,101.13,Credit Card,0,3,No
CUST00760,Male,65,Basic,Month-to-Month,18,9.18,167.88,Debit Card,1,2,Yes
CUST00761,Female,30,Basic,Two-Year,14,10.46,143.03,PayPal,1,1,Yes
CUST00762,Female,26,Standard,Annual,19,20.2,352.6,Bank Transfer,6,2,Yes
CUST00763,Male,30,Basic,Month-to-Month,14,9.97,136.78,PayPal,0,4,Yes
CUST00764,Female,48,Premium,Month-to-Month,40,40.18,1513.77,Debit Card,0,2,Yes
CUST00765,Male,58,Standard,Month-to-Month,17,19.43,342.21,Debit Card,2,4,No
CUST00766,Male,28,Premium,Two-Year,35,37.58,1279.64,Credit Card,2,3,No
CUST00767,Male,21,Basic,Annual,29,9.39,253.09,Debit Card,1,3,No
CUST00768,Female,51,Premium,Month-to-Month,42,40.69,1657.57,PayPal,0,4,No
CUST00769,Female,55,Premium,Month-to-Month,17,39.78,638.98,Credit Card,5,5,No
CUST00770,Male,63,Standard,Month-to-Month,59,20.58,1286.05,Debit Card,3,3,No
CUST00771,Male,21,Standard,Annual,43,19.11,901.17,Credit Card,1,5,No
CUST00772,Male,55,Basic,Annual,8,11.48,83.12,Credit Card,2,4,No
CUST00773,Male,36,Premium,Month-to-Month,1,36.16,37.53,Bank Transfer,2,4,No
CUST00774,Female,23,Standard,Annual,45,20.2,866.09,Credit Card,0,3,No
CUST00775,Female,51,Basic,Annual,53,12.01,581.33,Credit Card,4,5,No
CUST00776,Male,35,Basic,Two-Year,36,12.24,397.84,Debit Card,0,4,No
CUST00777,Male,30,Premium,Two-Year,7,39.64,298.62,PayPal,0,3,No
CUST00778,Female,58,Premium,Annual,46,38.0,1696.82,PayPal,2,4,No
CUST00779,Female,40,Premium,Annual,5,42.04,230.99,Debit Card,0,2,Yes
CUST00780,Male,36,Standard,Month-to-Month,24,19.91,472.33,PayPal,0,2,Yes
CUST00781,Male,62,Basic,Annual,28,9.75,255.94,Credit Card,1,3,No
CUST00782,Male,28,Basic,Month-to-Month,43,8.65,392.57,Bank Transfer,0,4,No
CUST00783,Female,18,Basic,Month-to-Month,17,8.12,149.81,Credit Card,2,3,No
CUST00784,Female,41,Basic,Month-to-Month,37,10.84,426.4,Credit Card,2,1,Yes
CUST00785,Female,24,Basic,Annual,20,10.99,230.58,Bank Transfer,1,3,No
CUST00786,Male,42,Basic,Month-to-Month,3,10.29,29.85,Debit Card,2,3,Yes
CUST00787,Male,38,Basic,Month-to-Month,37,8.84,298.59,Credit Card,1,2,Yes
CUST00788,Female,32,Premium,Month-to-Month,26,38.39,938.51,Credit Card,1,2,Yes
CUST00789,Female,18,Basic,Month-to-Month,15,7.84,116.35,Debit Card,1,4,Yes
CUST00790,Male,29,Premium,Month-to-Month,51,39.15,2178.82,Credit Card,3,3,No
CUST00791,Female,24,Standard,Annual,48,18.48,926.58,Credit Card,2,3,No
CUST00792,Female,32,Basic,Annual,8,7.43,63.34,PayPal,2,4,No
CUST00793,Male,38,Basic,Month-to-Month,13,10.97,136.26,Debit Card,0,5,Yes
CUST00794,Female,36,Basic,Two-Year,48,8.01,398.62,Credit Card,1,4,No
CUST00795,Male,46,Basic,Annual,3,11.47,36.9,Credit Card,1,2,Yes
CUST00796,Male,42,Standard,Month-to-Month,1,20.58,20.5,Bank Transfer,2,2,No
CUST00797,Male,50,Basic,Annual,9,10.43,92.55,Bank Transfer,2,3,No
CUST00798,Male,66,Basic,Two-Year,31,12.49,404.18,Bank Transfer,3,2,No
CUST00799,Male,49,Basic,Month-to-Month,41,8.06,334.42,Credit Card,0,4,No
CUST00800,Male,66,Premium,Month-to-Month,54,41.3,2450.17,Credit Card,2,3,Yes
CUST00801,Male,52,Standard,Two-Year,26,19.54,500.43,Bank Transfer,1,4,No
CUST00802,Female,61,Standard,Annual,17,23.85,379.17,PayPal,2,4,No
CUST00803,Male,55,Basic,Month-to-Month,56,9.42,524.56,PayPal,0,3,No
CUST00804,Male,43,Standard,Annual,34,19.18,617.58,PayPal,3,5,No
CUST00805,Female,28,Standard,Month-to-Month,9,20.63,187.94,PayPal,1,2,Yes
CUST00806,Female,52,Standard,Two-Year,56,19.68,1019.6,Debit Card,4,1,No
CUST00807,Female,25,Premium,Month-to-Month,51,38.85,2159.66,Bank Transfer,2,1,Yes
CUST00808,Male,63,Basic,Month-to-Month,13,8.53,118.87,Credit Card,2,1,Yes
CUST00809,Female,31,Premium,Annual,5,42.18,196.37,Bank Transfer,1,2,Yes
CUST00810,Male,27,Premium,Month-to-Month,41,38.24,1465.11,PayPal,1,5,No
CUST00811,Male,19,Basic,Month-to-Month,13,10.32,134.49,Credit Card,0,4,No
CUST00812,Male,63,Standard,Annual,1,21.57,22.75,Debit Card,5,3,No
CUST00813,Male,26,Premium,Annual,25,41.65,982.75,Bank Transfer,3,5,No
CUST00814,Female,20,Basic,Month-to-Month,47,9.09,389.72,Credit Card,2,1,Yes
CUST00815,Female,38,Standard,Annual,4,19.68,79.44,Credit Card,1,2,No
CUST00816,Male,43,Premium,Month-to-Month,36,39.39,1472.38,PayPal,4,2,Yes
CUST00817,Male,25,Standard,Month-to-Month,52,17.69,872.85,PayPal,1,3,Yes
CUST00818,Male,65,Basic,Month-to-Month,10,10.8,113.18,Bank Transfer,4,4,Yes
CUST00819,Female,19,Standard,Month-to-Month,28,20.05,612.0,Debit Card,1,5,No
CUST00820,Male,23,Basic,Annual,57,12.15,642.28,Credit Card,1,5,No
CUST00821,Male,45,Standard,Month-to-Month,6,18.76,112.81,PayPal,0,5,No
CUST00822,Female,46,Basic,Annual,27,11.62,285.93,Bank Transfer,2,4,No
CUST00823,Female,43,Standard,Month-to-Month,56,21.73,1145.49,PayPal,1,4,No
CUST00824,Male,42,Standard,Two-Year,12,20.06,220.97,Bank Transfer,2,4,No
CUST00825,Female,29,Standard,Annual,52,16.73,853.26,PayPal,1,3,No
CUST00826,Female,22,Standard,Annual,48,19.22,981.76,Debit Card,0,2,No
CUST00827,Male,51,Standard,Month-to-Month,3,22.67,69.06,Credit Card,1,1,Yes
CUST00828,Female,65,Standard,Month-to-Month,46,20.44,888.07,PayPal,3,4,Yes
CUST00829,Male,54,Basic,Month-to-Month,33,11.03,330.51,Credit Card,2,2,No
CUST00830,Female,32,Standard,Two-Year,10,19.86,200.72,Bank Transfer,1,4,No
CUST00831,Male,61,Basic,Month-to-Month,31,9.65,277.18,Debit Card,2,1,Yes
CUST00832,Male,53,Premium,Annual,15,37.19,540.3,Credit Card,2,4,No
CUST00833,Male,32,Basic,Annual,7,11.18,78.42,PayPal,5,2,Yes
CUST00834,Female,60,Basic,Month-to-Month,36,11.61,451.71,Credit Card,2,3,Yes
CUST00835,Male,65,Standard,Annual,14,18.56,238.11,Credit Card,0,1,Yes
CUST00836,Female,40,Standard,Annual,56,19.72,1141.56,Bank Transfer,1,2,No
CUST00837,Male,23,Basic,Annual,48,9.52,412.55,Debit Card,3,5,No
CUST00838,Male,63,Standard,Month-to-Month,14,20.62,296.18,Debit Card,1,5,No
CUST00839,Female,67,Standard,Month-to-Month,3,19.17,58.1,Credit Card,1,5,No
CUST00840,Male,61,Standard,Month-to-Month,49,21.39,1113.48,Credit Card,4,3,Yes
CUST00841,Male,60,Basic,Annual,53,10.1,538.69,Bank Transfer,0,4,Yes
CUST00842,Female,62,Standard,Annual,46,16.17,721.89,Credit Card,0,4,No
CUST00843,Male,38,Standard,Month-to-Month,50,20.65,979.38,Bank Transfer,3,4,Yes
CUST00844,Male,40,Standard,Two-Year,3,21.48,59.09,Debit Card,1,3,No
CUST00845,Male,60,Standard,Month-to-Month,22,18.26,404.5,Debit Card,0,5,No
CUST00846,Male,33,Standard,Two-Year,19,20.6,421.8,Bank Transfer,1,4,Yes
CUST00847,Female,64,Basic,Two-Year,35,12.73,446.86,Credit Card,0,3,No
CUST00848,Female,32,Basic,Two-Year,12,10.16,127.75,Debit Card,0,3,No
CUST00849,Male,42,Basic,Annual,54,11.7,606.33,PayPal,2,2,Yes
CUST00850,Female,53,Basic,Month-to-Month,5,9.33,46.17,Bank Transfer,2,4,No
CUST00851,Male,28,Basic,Month-to-Month,10,9.96,96.11,Debit Card,0,5,No
CUST00852,Female,68,Standard,Annual,41,19.68,743.82,Debit Card,1,1,No
CUST00853,Male,32,Basic,Month-to-Month,33,9.41,305.37,Debit Card,5,3,Yes
CUST00854,Male,21,Premium,Month-to-Month,13,39.77,544.34,PayPal,1,2,Yes
CUST00855,Male,38,Basic,Annual,35,7.54,258.36,PayPal,2,1,Yes
CUST00856,Male,30,Standard,Month-to-Month,51,19.49,1023.85,PayPal,1,3,Yes
CUST00857,Male,39,Standard,Two-Year,32,22.0,740.41,Credit Card,2,2,No
CUST00858,Male,36,Basic,Annual,11,8.54,90.61,Bank Transfer,0,4,No
CUST00859,Female,51,Basic,Annual,48,8.39,426.68,Credit Card,2,2,Yes
CUST00860,Male,31,Standard,Annual,38,20.08,738.46,PayPal,2,3,No
CUST00861,Female,21,Basic,Two-Year,24,10.16,231.95,Bank Transfer,2,4,No
CUST00862,Male,65,Premium,Annual,35,40.56,1340.8,Credit Card,1,5,No
CUST00863,Female,69,Standard,Annual,19,19.82,353.98,Credit Card,2,2,No
CUST00864,Female,63,Premium,Month-to-Month,6,40.1,252.01,Credit Card,0,1,Yes
CUST00865,Female,44,Basic,Two-Year,40,9.46,407.73,PayPal,3,4,No
CUST00866,Male,46,Standard,Annual,54,18.08,923.73,Debit Card,2,4,No
CUST00867,Male,64,Standard,Month-to-Month,45,19.88,820.39,Bank Transfer,1,5,No
CUST00868,Female,45,Standard,Month-to-Month,44,21.08,892.97,PayPal,4,2,Yes
CUST00869,Male,52,Basic,Annual,42,10.76,466.19,Bank Transfer,2,1,No
CUST00870,Female,25,Standard,Month-to-Month,35,17.37,591.96,PayPal,3,5,Yes
CUST00871,Male,33,Standard,Two-Year,4,20.37,82.28,Credit Card,1,2,Yes
CUST00872,Female,59,Standard,Two-Year,33,18.65,645.52,Credit Card,3,1,No
CUST00873,Female,53,Basic,Month-to-Month,13,12.08,154.17,Debit Card,1,1,Yes
CUST00874,Male,47,Premium,Annual,56,40.48,2493.43,Debit Card,2,3,No
CUST00875,Female,35,Basic,Month-to-Month,36,11.33,391.4,Bank Transfer,1,1,Yes
CUST00876,Male,19,Premium,Annual,54,40.02,2367.79,Debit Card,1,2,Yes
CUST00877,Female,66,Premium,Month-to-Month,43,39.89,1613.39,Debit Card,1,5,No
CUST00878,Female,30,Premium,Annual,19,42.23,739.93,Bank Transfer,2,5,No
CUST00879,Male,21,Standard,Month-to-Month,43,21.45,968.62,PayPal,2,3,No
CUST00880,Male,43,Basic,Month-to-Month,12,10.17,126.98,Debit Card,2,2,No
CUST00881,Male,42,Premium,Month-to-Month,11,39.69,463.76,PayPal,1,1,No
CUST00882,Female,47,Basic,Month-to-Month,6,7.43,43.19,Credit Card,1,3,No
CUST00883,Male,28,Standard,Annual,12,20.48,266.94,Debit Card,1,4,No
CUST00884,Female,24,Standard,Month-to-Month,27,19.8,493.91,Credit Card,2,2,Yes
CUST00885,Female,48,Standard,Month-to-Month,41,20.82,773.43,Credit Card,0,3,No
CUST00886,Male,61,Basic,Two-Year,25,11.28,270.75,PayPal,2,5,No
CUST00887,Male,27,Standard,Annual,42,21.84,971.83,Bank Transfer,1,3,No
CUST00888,Female,56,Premium,Two-Year,3,40.5,125.7,Debit Card,1,4,No
CUST00889,Female,30,Basic,Two-Year,3,8.42,24.94,PayPal,0,2,Yes
CUST00890,Male,48,Premium,Month-to-Month,20,36.77,699.55,Bank Transfer,2,3,Yes
CUST00891,Male,24,Basic,Month-to-Month,28,8.75,223.4,Credit Card,1,1,Yes
CUST00892,Male,66,Basic,Annual,23,11.99,266.81,Debit Card,1,2,No
CUST00893,Male,59,Basic,Two-Year,48,12.73,606.15,Credit Card,1,3,No
CUST00894,Male,59,Basic,Two-Year,3,9.63,29.97,Credit Card,2,3,No
CUST00895,Female,53,Premium,Month-to-Month,42,37.8,1633.95,Debit Card,2,2,No
CUST00896,Female,37,Basic,Month-to-Month,24,9.02,235.85,Bank Transfer,1,5,No
CUST00897,Female,21,Basic,Month-to-Month,43,11.7,462.89,Bank Transfer,1,1,Yes
CUST00898,Female,24,Basic,Annual,40,9.1,352.09,Debit Card,3,2,No
CUST00899,Male,18,Standard,Annual,6,20.87,124.76,Debit Card,1,1,No
CUST00900,Male,61,Standard,Month-to-Month,20,20.24,418.62,PayPal,2,1,Yes
CUST00901,Male,62,Basic,Month-to-Month,11,11.06,121.55,PayPal,2,2,No
CUST00902,Female,59,Basic,Annual,32,12.72,440.64,Credit Card,1,3,No
CUST00903,Female,64,Premium,Annual,27,40.87,1127.47,Debit Card,1,5,No
CUST00904,Male,30,Basic,Month-to-Month,21,10.21,194.67,Bank Transfer,1,1,No
CUST00905,Male,39,Standard,Two-Year,44,22.88,928.93,Credit Card,1,1,Yes
CUST00906,Female,38,Basic,Annual,48,10.51,530.06,Credit Card,3,3,No
CUST00907,Female,39,Standard,Annual,50,18.8,980.57,Credit Card,1,2,No
CUST00908,Male,45,Basic,Annual,13,11.02,133.33,Credit Card,2,5,No
CUST00909,Male,26,Standard,Month-to-Month,22,20.66,414.42,Bank Transfer,0,1,Yes
CUST00910,Female,43,Basic,Month-to-Month,35,9.53,338.8,Credit Card,1,1,No
CUST00911,Male,26,Premium,Annual,47,39.21,1892.9,Debit Card,2,2,No
CUST00912,Male,32,Basic,Month-to-Month,22,9.54,194.57,PayPal,0,3,No
CUST00913,Male,27,Standard,Annual,28,19.19,534.49,Bank Transfer,3,4,No
CUST00914,Female,41,Basic,Annual,21,9.59,193.57,Debit Card,3,3,No
CUST00915,Female,59,Basic,Annual,46,8.73,436.22,Debit Card,0,1,No
CUST00916,Female,25,Standard,Month-to-Month,18,20.57,349.47,Debit Card,4,1,Yes
CUST00917,Female,41,Basic,Month-to-Month,31,10.46,339.39,PayPal,1,5,No
CUST00918,Female,33,Premium,Annual,46,40.51,1870.22,PayPal,1,3,No
CUST00919,Female,66,Premium,Month-to-Month,37,39.9,1332.07,PayPal,2,4,No
CUST00920,Female,43,Premium,Annual,21,39.72,836.96,Debit Card,1,5,No
CUST00921,Male,44,Basic,Annual,14,12.15,156.47,PayPal,1,4,No
CUST00922,Male,54,Standard,Month-to-Month,25,20.09,518.23,Credit Card,3,5,No
CUST00923,Male,21,Basic,Annual,27,11.89,325.24,PayPal,0,3,No
CUST00924,Male,67,Premium,Month-to-Month,40,38.5,1389.21,Bank Transfer,3,1,Yes
CUST00925,Male,41,Standard,Month-to-Month,23,20.87,451.66,Debit Card,1,4,No
CUST00926,Male,36,Premium,Two-Year,31,38.89,1272.19,Debit Card,0,3,No
CUST00927,Male,53,Standard,Two-Year,47,19.16,860.14,Credit Card,0,4,No
CUST00928,Female,56,Standard,Month-to-Month,29,19.37,561.65,PayPal,2,3,No
CUST00929,Female,27,Basic,Two-Year,47,9.28,419.76,PayPal,2,5,No
CUST00930,Male,42,Standard,Month-to-Month,30,19.29,627.49,Bank Transfer,1,3,Yes
CUST00931,Male,35,Basic,Month-to-Month,51,11.82,607.23,Credit Card,3,5,No
CUST00932,Female,36,Standard,Month-to-Month,26,20.06,542.02,Bank Transfer,0,1,Yes
CUST00933,Male,53,Standard,Two-Year,20,20.33,372.73,Bank Transfer,2,5,No
CUST00934,Male,27,Standard,Month-to-Month,38,19.3,665.98,Debit Card,3,2,No
CUST00935,Female,50,Basic,Annual,19,11.28,204.0,Debit Card,2,1,Yes
